CONTAMINACIÓN DEL RÍO,HOTEL COMUNITARIO INCOMPLETO,0
CONTAMINACIÓN DEL RÍO,FALTA DE AGUDO A JOVENES PARA MOVILIZARSE,0
CONTAMINACIÓN DEL RÍO,FALTA DE COMEDOR COMUNTARIA,0
CONTAMINACIÓN DEL RÍO,SEQUIAS,0
CONTAMINACIÓN DEL RÍO,COMIDA SE PONE MAL,0
MALA DISPOSICIÓN DE RESIDUOS,LAVAR EN EL RÍO,1
MALA DISPOSICIÓN DE RESIDUOS,INUNDACIONES,1
MALA DISPOSICIÓN DE RESIDUOS,DERRUMBRES,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE EMPLEO,0
MALA DISPOSICIÓN DE RESIDUOS,ESCASEZ DE ALIMENTOS,0
MALA DISPOSICIÓN DE RESIDUOS,BRUJERÍA,0
MALA DISPOSICIÓN DE RESIDUOS,INFIDELIDAD,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE ORGANIZACIÓN ,0
MALA DISPOSICIÓN DE RESIDUOS,BASURA,1
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE AGUA POTABLE,1
MALA DISPOSICIÓN DE RESIDUOS,MUCHAS MOSCAS,2
MALA DISPOSICIÓN DE RESIDUOS,DAÑOS A CULTIVOS,1
MALA DISPOSICIÓN DE RESIDUOS,INVASIÓN DE TIERRA,0
MALA DISPOSICIÓN DE RESIDUOS,MALTRATO,0
MALA DISPOSICIÓN DE RESIDUOS,ALCOHOLISMO EN LOS HOMBRES,0
MALA DISPOSICIÓN DE RESIDUOS,CONFLICTO,0
MALA DISPOSICIÓN DE RESIDUOS,EDUCACIÓN,0
MALA DISPOSICIÓN DE RESIDUOS,MAESTROS,0
MALA DISPOSICIÓN DE RESIDUOS,LODO POR LLUVIA,0
MALA DISPOSICIÓN DE RESIDUOS,MUCHAS LLUVIAS,2
MALA DISPOSICIÓN DE RESIDUOS,PROBLEMAS DE SALUD,1
MALA DISPOSICIÓN DE RESIDUOS,ENFERMEDADES,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE LETRINAS,2
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE CANCHA,0
MALA DISPOSICIÓN DE RESIDUOS,MUCHO SOL,0
MALA DISPOSICIÓN DE RESIDUOS,ANIMALES EN DESCOMPOSICIÓN,0
MALA DISPOSICIÓN DE RESIDUOS,MAL HIGIENE,1
MALA DISPOSICIÓN DE RESIDUOS,AGUA CONTAMINADA,1
MALA DISPOSICIÓN DE RESIDUOS,DEMASIADO PERROS,0
MALA DISPOSICIÓN DE RESIDUOS,PLAGAS,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE TRANSPORTE,0
MALA DISPOSICIÓN DE RESIDUOS,BAJO PRECIO DE CACAO,1
MALA DISPOSICIÓN DE RESIDUOS,MALA ECONOMIA,1
MALA DISPOSICIÓN DE RESIDUOS,LETRINAS EN MAL ESTADO,1
MALA DISPOSICIÓN DE RESIDUOS,MALA REPARTICIÓN DE BIENES ,0
MALA DISPOSICIÓN DE RESIDUOS,MALA COMPRENSIÓN,0
MALA DISPOSICIÓN DE RESIDUOS,MAL USO DEL MOTO,0
MALA DISPOSICIÓN DE RESIDUOS,VENTE DE MOTOR DE LA COMUNIDAD,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE CENTRO DE SALUD,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE ALCANTARILLADO,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE MEDICINA,0
MALA DISPOSICIÓN DE RESIDUOS,ENERGÍA INTERMITENTE,1
MALA DISPOSICIÓN DE RESIDUOS,DROGAS,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE DISPENSARIO,0
MALA DISPOSICIÓN DE RESIDUOS,VERANOS,0
MALA DISPOSICIÓN DE RESIDUOS,PROBLEMAS DE TIERRA,0
MALA DISPOSICIÓN DE RESIDUOS,JOVENES MAL EDUCADOS,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE ESCALERAS,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE CARRETERA,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE TELECOMUNICACIONES,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE CENTRO DE COMPUTO,0
MALA DISPOSICIÓN DE RESIDUOS,PROBLEMAS SOCIALES,0
MALA DISPOSICIÓN DE RESIDUOS,ARREGLAR LOS CALLES,0
MALA DISPOSICIÓN DE RESIDUOS,INESTABILIDAD,0
MALA DISPOSICIÓN DE RESIDUOS,POCA COMUNICACIÓN,0
MALA DISPOSICIÓN DE RESIDUOS,ELABORACION DE CALLES,0
MALA DISPOSICIÓN DE RESIDUOS,ARREGLAR EL AGUA POTABLE,0
MALA DISPOSICIÓN DE RESIDUOS,DAÑOS A ELECTRODOMÉSTICOS,0
MALA DISPOSICIÓN DE RESIDUOS,AGUAS ESTANCADAS,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE FUENTES ALTERNATIVAS DE AGUA,0
MALA DISPOSICIÓN DE RESIDUOS,SISTEMA DE AGUA DAÑADO,1
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE DINERO,1
MALA DISPOSICIÓN DE RESIDUOS,VARIABILIDAD DE ESTACIONES,1
MALA DISPOSICIÓN DE RESIDUOS,DEFORESTACIÓN,1
MALA DISPOSICIÓN DE RESIDUOS,MINERÍA,1
MALA DISPOSICIÓN DE RESIDUOS,USO DE DINAMITA,1
MALA DISPOSICIÓN DE RESIDUOS,CONTAMINACIÓN AMBIENTAL,1
MALA DISPOSICIÓN DE RESIDUOS,HUIDA DE ESPECIES,1
MALA DISPOSICIÓN DE RESIDUOS,QUITAN FUENTES DE ORIGENO,1
MALA DISPOSICIÓN DE RESIDUOS,DIVISIÓN DE COMUNIDADES,1
MALA DISPOSICIÓN DE RESIDUOS,INVIERNO,0
MALA DISPOSICIÓN DE RESIDUOS,CRECIMIENTO DEL RÍO,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE IGLESIA,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE CALLE PARA CEMETARIO,0
MALA DISPOSICIÓN DE RESIDUOS,EL TRABAJO ES DURO,0
MALA DISPOSICIÓN DE RESIDUOS,HOTEL COMUNITARIO INCOMPLETO,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE AGUDO A JOVENES PARA MOVILIZARSE,0
MALA DISPOSICIÓN DE RESIDUOS,FALTA DE COMEDOR COMUNTARIA,0
MALA DISPOSICIÓN DE RESIDUOS,SEQUIAS,0
MALA DISPOSICIÓN DE RESIDUOS,COMIDA SE PONE MAL,0
LAVAR EN EL RÍO,INUNDACIONES,0
LAVAR EN EL RÍO,DERRUMBRES,0
LAVAR EN EL RÍO,FALTA DE EMPLEO,0
LAVAR EN EL RÍO,ESCASEZ DE ALIMENTOS,0
LAVAR EN EL RÍO,BRUJERÍA,0
LAVAR EN EL RÍO,INFIDELIDAD,0
LAVAR EN EL RÍO,FALTA DE ORGANIZACIÓN ,0
LAVAR EN EL RÍO,BASURA,0
LAVAR EN EL RÍO,FALTA DE AGUA POTABLE,0
LAVAR EN EL RÍO,MUCHAS MOSCAS,0
LAVAR EN EL RÍO,DAÑOS A CULTIVOS,0
LAVAR EN EL RÍO,INVASIÓN DE TIERRA,0
LAVAR EN EL RÍO,MALTRATO,0
LAVAR EN EL RÍO,ALCOHOLISMO EN LOS HOMBRES,0
LAVAR EN EL RÍO,CONFLICTO,0
LAVAR EN EL RÍO,EDUCACIÓN,0
LAVAR EN EL RÍO,MAESTROS,0
LAVAR EN EL RÍO,LODO POR LLUVIA,0
LAVAR EN EL RÍO,MUCHAS LLUVIAS,0
LAVAR EN EL RÍO,PROBLEMAS DE SALUD,0
LAVAR EN EL RÍO,ENFERMEDADES,0
LAVAR EN EL RÍO,FALTA DE LETRINAS,0
LAVAR EN EL RÍO,FALTA DE CANCHA,0
LAVAR EN EL RÍO,MUCHO SOL,0
LAVAR EN EL RÍO,ANIMALES EN DESCOMPOSICIÓN,0
LAVAR EN EL RÍO,MAL HIGIENE,0
LAVAR EN EL RÍO,AGUA CONTAMINADA,0
LAVAR EN EL RÍO,DEMASIADO PERROS,0
LAVAR EN EL RÍO,PLAGAS,0
LAVAR EN EL RÍO,FALTA DE TRANSPORTE,0
LAVAR EN EL RÍO,BAJO PRECIO DE CACAO,0
LAVAR EN EL RÍO,MALA ECONOMIA,0
LAVAR EN EL RÍO,LETRINAS EN MAL ESTADO,0
LAVAR EN EL RÍO,MALA REPARTICIÓN DE BIENES ,0
LAVAR EN EL RÍO,MALA COMPRENSIÓN,0
LAVAR EN EL RÍO,MAL USO DEL MOTO,0
LAVAR EN EL RÍO,VENTE DE MOTOR DE LA COMUNIDAD,0
LAVAR EN EL RÍO,FALTA DE CENTRO DE SALUD,0
LAVAR EN EL RÍO,FALTA DE ALCANTARILLADO,0
LAVAR EN EL RÍO,FALTA DE MEDICINA,0
LAVAR EN EL RÍO,ENERGÍA INTERMITENTE,0
LAVAR EN EL RÍO,DROGAS,0
LAVAR EN EL RÍO,FALTA DE DISPENSARIO,0
LAVAR EN EL RÍO,VERANOS,0
LAVAR EN EL RÍO,PROBLEMAS DE TIERRA,0
LAVAR EN EL RÍO,JOVENES MAL EDUCADOS,0
LAVAR EN EL RÍO,FALTA DE ESCALERAS,0
LAVAR EN EL RÍO,FALTA DE CARRETERA,0
LAVAR EN EL RÍO,FALTA DE TELECOMUNICACIONES,0
LAVAR EN EL RÍO,FALTA DE CENTRO DE COMPUTO,0
LAVAR EN EL RÍO,PROBLEMAS SOCIALES,0
LAVAR EN EL RÍO,ARREGLAR LOS CALLES,0
LAVAR EN EL RÍO,INESTABILIDAD,0
LAVAR EN EL RÍO,POCA COMUNICACIÓN,0
LAVAR EN EL RÍO,ELABORACION DE CALLES,0
LAVAR EN EL RÍO,ARREGLAR EL AGUA POTABLE,0
LAVAR EN EL RÍO,DAÑOS A ELECTRODOMÉSTICOS,0
LAVAR EN EL RÍO,AGUAS ESTANCADAS,0
LAVAR EN EL RÍO,FALTA DE FUENTES ALTERNATIVAS DE AGUA,0
LAVAR EN EL RÍO,SISTEMA DE AGUA DAÑADO,0
LAVAR EN EL RÍO,FALTA DE DINERO,0
LAVAR EN EL RÍO,VARIABILIDAD DE ESTACIONES,0
LAVAR EN EL RÍO,DEFORESTACIÓN,0
LAVAR EN EL RÍO,MINERÍA,0
LAVAR EN EL RÍO,USO DE DINAMITA,0
LAVAR EN EL RÍO,CONTAMINACIÓN AMBIENTAL,0
LAVAR EN EL RÍO,HUIDA DE ESPECIES,0
LAVAR EN EL RÍO,QUITAN FUENTES DE ORIGENO,0
LAVAR EN EL RÍO,DIVISIÓN DE COMUNIDADES,0
LAVAR EN EL RÍO,INVIERNO,0
LAVAR EN EL RÍO,CRECIMIENTO DEL RÍO,0
LAVAR EN EL RÍO,FALTA DE IGLESIA,0
LAVAR EN EL RÍO,FALTA DE CALLE PARA CEMETARIO,0
LAVAR EN EL RÍO,EL TRABAJO ES DURO,0
LAVAR EN EL RÍO,HOTEL COMUNITARIO INCOMPLETO,0
LAVAR EN EL RÍO,FALTA DE AGUDO A JOVENES PARA MOVILIZARSE,0
LAVAR EN EL RÍO,FALTA DE COMEDOR COMUNTARIA,0
LAVAR EN EL RÍO,SEQUIAS,0
LAVAR EN EL RÍO,COMIDA SE PONE MAL,0
INUNDACIONES,DERRUMBRES,3
INUNDACIONES,FALTA DE EMPLEO,4
INUNDACIONES,ESCASEZ DE ALIMENTOS,1
INUNDACIONES,BRUJERÍA,1
INUNDACIONES,INFIDELIDAD,1
INUNDACIONES,FALTA DE ORGANIZACIÓN ,1
INUNDACIONES,BASURA,6
INUNDACIONES,FALTA DE AGUA POTABLE,5
INUNDACIONES,MUCHAS MOSCAS,2
INUNDACIONES,DAÑOS A CULTIVOS,3
INUNDACIONES,INVASIÓN DE TIERRA,2
INUNDACIONES,MALTRATO,2
INUNDACIONES,ALCOHOLISMO EN LOS HOMBRES,0
INUNDACIONES,CONFLICTO,1
INUNDACIONES,EDUCACIÓN,0
INUNDACIONES,MAESTROS,0
INUNDACIONES,LODO POR LLUVIA,0
INUNDACIONES,MUCHAS LLUVIAS,1
INUNDACIONES,PROBLEMAS DE SALUD,2
INUNDACIONES,ENFERMEDADES,0
INUNDACIONES,FALTA DE LETRINAS,2
INUNDACIONES,FALTA DE CANCHA,3
INUNDACIONES,MUCHO SOL,0
INUNDACIONES,ANIMALES EN DESCOMPOSICIÓN,1
INUNDACIONES,MAL HIGIENE,0
INUNDACIONES,AGUA CONTAMINADA,0
INUNDACIONES,DEMASIADO PERROS,1
INUNDACIONES,PLAGAS,1
INUNDACIONES,FALTA DE TRANSPORTE,5
INUNDACIONES,BAJO PRECIO DE CACAO,0
INUNDACIONES,MALA ECONOMIA,1
INUNDACIONES,LETRINAS EN MAL ESTADO,0
INUNDACIONES,MALA REPARTICIÓN DE BIENES ,1
INUNDACIONES,MALA COMPRENSIÓN,1
INUNDACIONES,MAL USO DEL MOTO,1
INUNDACIONES,VENTE DE MOTOR DE LA COMUNIDAD,1
INUNDACIONES,FALTA DE CENTRO DE SALUD,1
INUNDACIONES,FALTA DE ALCANTARILLADO,0
INUNDACIONES,FALTA DE MEDICINA,0
INUNDACIONES,ENERGÍA INTERMITENTE,4
INUNDACIONES,DROGAS,1
INUNDACIONES,FALTA DE DISPENSARIO,2
INUNDACIONES,VERANOS,1
INUNDACIONES,PROBLEMAS DE TIERRA,1
INUNDACIONES,JOVENES MAL EDUCADOS,2
INUNDACIONES,FALTA DE ESCALERAS,1
INUNDACIONES,FALTA DE CARRETERA,0
INUNDACIONES,FALTA DE TELECOMUNICACIONES,1
INUNDACIONES,FALTA DE CENTRO DE COMPUTO,1
INUNDACIONES,PROBLEMAS SOCIALES,0
INUNDACIONES,ARREGLAR LOS CALLES,1
INUNDACIONES,INESTABILIDAD,1
INUNDACIONES,POCA COMUNICACIÓN,0
INUNDACIONES,ELABORACION DE CALLES,0
INUNDACIONES,ARREGLAR EL AGUA POTABLE,3
INUNDACIONES,DAÑOS A ELECTRODOMÉSTICOS,0
INUNDACIONES,AGUAS ESTANCADAS,0
INUNDACIONES,FALTA DE FUENTES ALTERNATIVAS DE AGUA,0
INUNDACIONES,SISTEMA DE AGUA DAÑADO,1
INUNDACIONES,FALTA DE DINERO,0
INUNDACIONES,VARIABILIDAD DE ESTACIONES,1
INUNDACIONES,DEFORESTACIÓN,1
INUNDACIONES,MINERÍA,1
INUNDACIONES,USO DE DINAMITA,1
INUNDACIONES,CONTAMINACIÓN AMBIENTAL,1
INUNDACIONES,HUIDA DE ESPECIES,1
INUNDACIONES,QUITAN FUENTES DE ORIGENO,1
INUNDACIONES,DIVISIÓN DE COMUNIDADES,1
INUNDACIONES,INVIERNO,0
INUNDACIONES,CRECIMIENTO DEL RÍO,0
INUNDACIONES,FALTA DE IGLESIA,1
INUNDACIONES,FALTA DE CALLE PARA CEMETARIO,1
INUNDACIONES,EL TRABAJO ES DURO,0
INUNDACIONES,HOTEL COMUNITARIO INCOMPLETO,1
INUNDACIONES,FALTA DE AGUDO A JOVENES PARA MOVILIZARSE,1
INUNDACIONES,FALTA DE COMEDOR COMUNTARIA,1
INUNDACIONES,SEQUIAS,0
INUNDACIONES,COMIDA SE PONE MAL,0
DERRUMBRES,FALTA DE EMPLEO,1
DERRUMBRES,ESCASEZ DE ALIMENTOS,1
DERRUMBRES,BRUJERÍA,0
DERRUMBRES,INFIDELIDAD,0
DERRUMBRES,FALTA DE ORGANIZACIÓN ,0
DERRUMBRES,BASURA,0
DERRUMBRES,FALTA DE AGUA POTABLE,0
DERRUMBRES,MUCHAS MOSCAS,0
DERRUMBRES,DAÑOS A CULTIVOS,0
DERRUMBRES,INVASIÓN DE TIERRA,1
DERRUMBRES,MALTRATO,1
DERRUMBRES,ALCOHOLISMO EN LOS HOMBRES,0
DERRUMBRES,CONFLICTO,0
DERRUMBRES,EDUCACIÓN,0
DERRUMBRES,MAESTROS,0
DERRUMBRES,LODO POR LLUVIA,0
DERRUMBRES,MUCHAS LLUVIAS,0
DERRUMBRES,PROBLEMAS DE SALUD,0
DERRUMBRES,ENFERMEDADES,0
DERRUMBRES,FALTA DE LETRINAS,1
DERRUMBRES,FALTA DE CANCHA,1
DERRUMBRES,MUCHO SOL,0
DERRUMBRES,ANIMALES EN DESCOMPOSICIÓN,0
DERRUMBRES,MAL HIGIENE,0
DERRUMBRES,AGUA CONTAMINADA,0
DERRUMBRES,DEMASIADO PERROS,0
DERRUMBRES,PLAGAS,0
DERRUMBRES,FALTA DE TRANSPORTE,0
DERRUMBRES,BAJO PRECIO DE CACAO,0
DERRUMBRES,MALA ECONOMIA,0
DERRUMBRES,LETRINAS EN MAL ESTADO,0
DERRUMBRES,MALA REPARTICIÓN DE BIENES ,0
DERRUMBRES,MALA COMPRENSIÓN,0
DERRUMBRES,MAL USO DEL MOTO,0
DERRUMBRES,VENTE DE MOTOR DE LA COMUNIDAD,0
DERRUMBRES,FALTA DE CENTRO DE SALUD,0
DERRUMBRES,FALTA DE ALCANTARILLADO,0
DERRUMBRES,FALTA DE MEDICINA,0
DERRUMBRES,ENERGÍA INTERMITENTE,0
DERRUMBRES,DROGAS,0
DERRUMBRES,FALTA DE DISPENSARIO,0
DERRUMBRES,VERANOS,0
DERRUMBRES,PROBLEMAS DE TIERRA,0
DERRUMBRES,JOVENES MAL EDUCADOS,0
DERRUMBRES,FALTA DE ESCALERAS,0
DERRUMBRES,FALTA DE CARRETERA,0
DERRUMBRES,FALTA DE TELECOMUNICACIONES,0
DERRUMBRES,FALTA DE CENTRO DE COMPUTO,0
DERRUMBRES,PROBLEMAS SOCIALES,0
DERRUMBRES,ARREGLAR LOS CALLES,0
DERRUMBRES,INESTABILIDAD,0
DERRUMBRES,POCA COMUNICACIÓN,0
DERRUMBRES,ELABORACION DE CALLES,0
DERRUMBRES,ARREGLAR EL AGUA POTABLE,0
DERRUMBRES,DAÑOS A ELECTRODOMÉSTICOS,0
DERRUMBRES,AGUAS ESTANCADAS,0
DERRUMBRES,FALTA DE FUENTES ALTERNATIVAS DE AGUA,0
DERRUMBRES,SISTEMA DE AGUA DAÑADO,0
DERRUMBRES,FALTA DE DINERO,0
DERRUMBRES,VARIABILIDAD DE ESTACIONES,0
DERRUMBRES,DEFORESTACIÓN,0
DERRUMBRES,MINERÍA,0
DERRUMBRES,USO DE DINAMITA,0
DERRUMBRES,CONTAMINACIÓN AMBIENTAL,0
DERRUMBRES,HUIDA DE ESPECIES,0
DERRUMBRES,QUITAN FUENTES DE ORIGENO,0
DERRUMBRES,DIVISIÓN DE COMUNIDADES,0
DERRUMBRES,INVIERNO,0
DERRUMBRES,CRECIMIENTO DEL RÍO,0
DERRUMBRES,FALTA DE IGLESIA,0
DERRUMBRES,FALTA DE CALLE PARA CEMETARIO,0
DERRUMBRES,EL TRABAJO ES DURO,0
DERRUMBRES,HOTEL COMUNITARIO INCOMPLETO,0
DERRUMBRES,FALTA DE AGUDO A JOVENES PARA MOVILIZARSE,0
DERRUMBRES,FALTA DE COMEDOR COMUNTARIA,0
DERRUMBRES,SEQUIAS,0
DERRUMBRES,COMIDA SE PONE MAL,0
FALTA DE EMPLEO,ESCASEZ DE ALIMENTOS,1
FALTA DE EMPLEO,BRUJERÍA,0
FALTA DE EMPLEO,INFIDELIDAD,0
FALTA DE EMPLEO,FALTA DE ORGANIZACIÓN ,0
FALTA DE EMPLEO,BASURA,2
FALTA DE EMPLEO,FALTA DE AGUA POTABLE,3
FALTA DE EMPLEO,MUCHAS MOSCAS,0
FALTA DE EMPLEO,DAÑOS A CULTIVOS,0
FALTA DE EMPLEO,INVASIÓN DE TIERRA,0
FALTA DE EMPLEO,MALTRATO,1
FALTA DE EMPLEO,ALCOHOLISMO EN LOS HOMBRES,1
FALTA DE EMPLEO,CONFLICTO,1
FALTA DE EMPLEO,EDUCACIÓN,2
FALTA DE EMPLEO,MAESTROS,1
FALTA DE EMPLEO,LODO POR LLUVIA,1
FALTA DE EMPLEO,MUCHAS LLUVIAS,2
FALTA DE EMPLEO,PROBLEMAS DE SALUD,1
FALTA DE EMPLEO,ENFERMEDADES,1
FALTA DE EMPLEO,FALTA DE LETRINAS,0
FALTA DE EMPLEO,FALTA DE CANCHA,0
FALTA DE EMPLEO,MUCHO SOL,0
FALTA DE EMPLEO,ANIMALES EN DESCOMPOSICIÓN,0
FALTA DE EMPLEO,MAL HIGIENE,0
FALTA DE EMPLEO,AGUA CONTAMINADA,1
FALTA DE EMPLEO,DEMASIADO PERROS,0
FALTA DE EMPLEO,PLAGAS,0
FALTA DE EMPLEO,FALTA DE TRANSPORTE,0
FALTA DE EMPLEO,BAJO PRECIO DE CACAO,0
FALTA DE EMPLEO,MALA ECONOMIA,1
FALTA DE EMPLEO,LETRINAS EN MAL ESTADO,0
FALTA DE EMPLEO,MALA REPARTICIÓN DE BIENES ,0
FALTA DE EMPLEO,MALA COMPRENSIÓN,1
FALTA DE EMPLEO,MAL USO DEL MOTO,0
FALTA DE EMPLEO,VENTE DE MOTOR DE LA COMUNIDAD,0
FALTA DE EMPLEO,FALTA DE CENTRO DE SALUD,0
FALTA DE EMPLEO,FALTA DE ALCANTARILLADO,0
FALTA DE EMPLEO,FALTA DE MEDICINA,0
FALTA DE EMPLEO,ENERGÍA INTERMITENTE,1
FALTA DE EMPLEO,DROGAS,0
FALTA DE EMPLEO,FALTA DE DISPENSARIO,0
FALTA DE EMPLEO,VERANOS,0
FALTA DE EMPLEO,PROBLEMAS DE TIERRA,0
FALTA DE EMPLEO,JOVENES MAL EDUCADOS,0
FALTA DE EMPLEO,FALTA DE ESCALERAS,1
FALTA DE EMPLEO,FALTA DE CARRETERA,0
FALTA DE EMPLEO,FALTA DE TELECOMUNICACIONES,0
FALTA DE EMPLEO,FALTA DE CENTRO DE COMPUTO,0
FALTA DE EMPLEO,PROBLEMAS SOCIALES,0
FALTA DE EMPLEO,ARREGLAR LOS CALLES,0
FALTA DE EMPLEO,INESTABILIDAD,0
FALTA DE EMPLEO,POCA COMUNICACIÓN,1
FALTA DE EMPLEO,ELABORACION DE CALLES,1
FALTA DE EMPLEO,ARREGLAR EL AGUA POTABLE,0
FALTA DE EMPLEO,DAÑOS A ELECTRODOMÉSTICOS,0
FALTA DE EMPLEO,AGUAS ESTANCADAS,0
